order,bill_to_name,customer_class,ship_date,part_number,description,license,ordered,shipped,price,extension,standard_cost,category,sub_category,city,state
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00709,Sugar Trio - 5lb Bulk,N/A,1.00,1.00,7.50,7.50,4.03,Bulk,Bulk Harvest,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00717,Autumn Leaf - 5lb Bulk,N/A,1.00,1.00,7.50,7.50,5.31,Bulk,Bulk Harvest,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00046,Vanilla Florentine - 5lb Bulk,N/A,30.00,30.00,9.89,296.76,7.72,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00036,Black Forest - 5lb Bulk,N/A,2.00,2.00,9.02,18.03,5.97,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00042,Chocolate Florentine - 5lb Bulk,N/A,30.00,30.00,9.89,296.76,7.54,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00096,Chocolate Vienna Roll - 5lb Bulk,N/A,4.00,4.00,14.84,59.36,9.71,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,01011,Large Cannoli Shells - 144/Case,N/A,20.00,20.00,22.28,445.52,12.69,Bulk,Cannoli Shells,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00032,Raspberry Pocket,N/A,20.00,20.00,7.50,150.08,5.20,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00703,Autumn Shortbread - 5lb Bulk,N/A,1.00,1.00,7.50,7.50,4.38,Bulk,Bulk Harvest,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00735,Harvest Pretzel - 5lb Bulk,N/A,1.00,1.00,7.50,7.50,5.13,Bulk,Bulk Harvest,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00034,Rainbow Layer - 5lb Bulk,N/A,5.00,5.00,8.76,43.80,7.14,Bulk,Rainbow Cookies,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00038,Apricot Pocket - 5lb Bulk,N/A,10.00,10.00,7.50,75.04,5.20,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00048,Linzer Tart - 5lb Bulk,N/A,16.00,16.00,7.50,120.06,6.41,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,80301,Almond Biscotti - 6lb Bulk,N/A,4.00,4.00,10.05,40.21,10.10,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00008,Raspberry Napoleon - 5lb Bulk,N/A,12.00,12.00,7.50,90.05,5.80,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00044,Red Velvet - 5lb Bulk,N/A,30.00,30.00,7.76,232.80,6.37,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00018,Pretzel - 5lb Bulk,N/A,20.00,20.00,7.50,150.08,5.17,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00026,Pistachio Leaf - 5lb Bulk,N/A,3.00,3.00,7.50,22.51,5.37,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00186,Chocolate Dutch Boy - 5lb Bulk,N/A,50.00,50.00,7.73,386.40,5.83,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00070,Fiesta Ring - 5lb Bulk,N/A,20.00,20.00,7.50,150.08,5.70,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00078,Vanilla Wafer - 5lb Bulk,N/A,10.00,10.00,7.50,75.04,6.20,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00050,Chocolate Drizzled Macaroon - 5lb Bulk,N/A,10.00,10.00,9.02,90.16,6.30,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00037,Ultimate Party Cake - 5lb Bulk,N/A,4.00,4.00,8.76,35.04,7.08,Bulk,Rainbow Cookies,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,80041,Cherry Jelly Top - 6lb Bulk,N/A,10.00,10.00,7.78,77.80,5.92,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,80075,Rainbow Sprinkle - 6lb Bulk,N/A,10.00,10.00,7.78,77.80,5.92,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00950,Fudge Mint Filled Cookie,N/A,4.00,4.00,9.02,36.06,6.77,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00955,Caramel Chocolate Filled Cookie,N/A,4.00,4.00,9.02,36.06,6.26,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,00084,Brownie - 5lb Bulk,N/A,10.00,10.00,9.02,90.16,6.32,Bulk,Bulk Everyday,LAVAL,QC
2024-40556-00,BAKEMARK CN - LAVAL,DISTRIBUTOR,8/14/2024,80010,Lemon Fan - 6lb Bulk,N/A,6.00,6.00,9.39,56.35,7.79,Bulk,Bulk Everyday,LAVAL,QC
2024-40555-00,BAKEMARK-LOS ANGELES,DISTRIBUTOR,8/9/2024,00701,Orange Pumpkin Face - 5lb Bulk,N/A,26.00,26.00,7.88,204.88,4.62,Bulk,Bulk Harvest,PICO RIVERA,CA
2024-40555-00,BAKEMARK-LOS ANGELES,DISTRIBUTOR,8/9/2024,00709,Sugar Trio - 5lb Bulk,N/A,44.00,44.00,7.88,346.72,4.03,Bulk,Bulk Harvest,PICO RIVERA,CA
2024-40555-00,BAKEMARK-LOS ANGELES,DISTRIBUTOR,8/9/2024,00717,Autumn Leaf - 5lb Bulk,N/A,20.00,20.00,7.88,157.60,5.31,Bulk,Bulk Harvest,PICO RIVERA,CA
2024-40555-00,BAKEMARK-LOS ANGELES,DISTRIBUTOR,8/9/2024,00735,Harvest Pretzel - 5lb Bulk,N/A,19.00,19.00,7.88,149.72,5.13,Bulk,Bulk Harvest,PICO RIVERA,CA
2024-40555-00,BAKEMARK-LOS ANGELES,DISTRIBUTOR,8/9/2024,00750,Jack-O'Lantern Sweet Treat - 72/Case,N/A,38.00,38.00,12.40,471.05,7.47,Bulk,Bulk Harvest,PICO RIVERA,CA
2024-40555-00,BAKEMARK-LOS ANGELES,DISTRIBUTOR,8/9/2024,00754,Witch Sweet Treat - 72/Case,N/A,31.00,31.00,12.40,384.28,7.65,Bulk,Bulk Harvest,PICO RIVERA,CA
2024-40555-00,BAKEMARK-LOS ANGELES,DISTRIBUTOR,8/9/2024,00703,Autumn Shortbread - 5lb Bulk,N/A,24.00,24.00,7.88,189.12,4.38,Bulk,Bulk Harvest,PICO RIVERA,CA
2024-40554-00,MR. CANNOLI,DISTRIBUTOR,8/9/2024,00050,Chocolate Drizzled Macaroon - 5lb Bulk,N/A,40.00,40.00,9.40,375.84,6.30,Bulk,Bulk Everyday,PORT RICHEY,FL
2024-40554-00,MR. CANNOLI,DISTRIBUTOR,8/9/2024,00090,Melt-A-Way - 5lb Bulk,N/A,21.00,21.00,7.82,164.22,5.19,Bulk,Bulk Everyday,PORT RICHEY,FL
2024-40554-00,MR. CANNOLI,DISTRIBUTOR,8/9/2024,00036,Black Forest - 5lb Bulk,N/A,9.00,9.00,9.40,84.56,5.97,Bulk,Bulk Everyday,PORT RICHEY,FL
2024-40554-00,MR. CANNOLI,DISTRIBUTOR,8/9/2024,00037,Ultimate Party Cake - 5lb Bulk,N/A,41.00,41.00,9.13,374.25,7.08,Bulk,Rainbow Cookies,PORT RICHEY,FL
2024-40554-00,MR. CANNOLI,DISTRIBUTOR,8/9/2024,00034,Rainbow Layer - 5lb Bulk,N/A,400.00,400.00,9.13,"3,651.20",7.14,Bulk,Rainbow Cookies,PORT RICHEY,FL
2024-40554-00,MR. CANNOLI,DISTRIBUTOR,8/9/2024,80050,Chocolate Chip - 6lb Bulk,N/A,24.00,24.00,8.11,194.69,6.45,Bulk,Bulk Everyday,PORT RICHEY,FL
2024-40554-00,MR. CANNOLI,DISTRIBUTOR,8/9/2024,80075,Rainbow Sprinkle - 6lb Bulk,N/A,32.00,32.00,8.11,259.58,5.92,Bulk,Bulk Everyday,PORT RICHEY,FL
2024-40554-00,MR. CANNOLI,DISTRIBUTOR,8/9/2024,80010,Lemon Fan - 6lb Bulk,N/A,16.00,16.00,9.79,156.61,7.79,Bulk,Bulk Everyday,PORT RICHEY,FL
2024-40554-00,MR. CANNOLI,DISTRIBUTOR,8/9/2024,80041,Cherry Jelly Top - 6lb Bulk,N/A,16.00,16.00,8.11,129.79,5.92,Bulk,Bulk Everyday,PORT RICHEY,FL
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00754,Witch Sweet Treat - 72/Case,N/A,2.00,2.00,11.80,23.61,7.65,Bulk,Bulk Harvest,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,15502,European Variety Pack - 5lb Bulk,N/A,5.00,5.00,10.71,53.56,10.56,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,80003,Petite Chocolate Almond Biscotti - 6lb Bulk,N/A,4.00,4.00,12.87,51.47,11.38,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,80010,Lemon Fan - 6lb Bulk,N/A,8.00,8.00,9.39,75.14,7.79,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,80385,Raspberry Finger - 6lb Bulk,N/A,13.00,13.00,9.39,122.10,9.25,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,80301,Almond Biscotti - 6lb Bulk,N/A,1.00,1.00,10.05,10.05,10.10,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,80600,Traditionally Italian Assortment - 6lb Bulk,N/A,7.00,7.00,10.53,73.70,11.44,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00070,Fiesta Ring - 5lb Bulk,N/A,18.00,18.00,7.50,135.07,5.70,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00712,Apple Pie - 5lb Bulk,N/A,13.00,13.00,7.50,97.55,5.53,Bulk,Bulk Harvest,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,80075,Rainbow Sprinkle - 6lb Bulk,N/A,27.00,27.00,7.78,210.06,5.92,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,80041,Cherry Jelly Top - 6lb Bulk,N/A,20.00,20.00,7.78,155.60,5.92,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,80095,Angel Spritz - 6lb Bulk,N/A,14.00,14.00,7.78,108.92,6.17,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,80015,Anisette Biscotti - 5lb Bulk,N/A,1.00,1.00,7.01,7.01,7.72,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,15805,Sugar Free Variety Pack - 5lb Bulk,N/A,5.00,5.00,12.33,61.66,12.20,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00008,Raspberry Napoleon - 5lb Bulk,N/A,25.00,25.00,7.50,187.60,5.80,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00088,Peanutter - 5lb Bulk,N/A,34.00,34.00,7.90,268.46,6.15,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00032,Raspberry Pocket,N/A,22.00,22.00,7.50,165.09,5.20,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00036,Black Forest - 5lb Bulk,N/A,41.00,41.00,9.02,369.66,5.97,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00038,Apricot Pocket - 5lb Bulk,N/A,15.00,15.00,7.50,112.56,5.20,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00048,Linzer Tart - 5lb Bulk,N/A,25.00,25.00,7.50,187.60,6.41,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00090,Melt-A-Way - 5lb Bulk,N/A,31.00,31.00,7.50,232.62,5.19,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00084,Brownie - 5lb Bulk,N/A,16.00,16.00,9.02,144.26,6.32,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00034,Rainbow Layer - 5lb Bulk,N/A,11.00,11.00,8.76,96.36,7.14,Bulk,Rainbow Cookies,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00096,Chocolate Vienna Roll - 5lb Bulk,N/A,16.00,16.00,14.84,237.44,9.71,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00100,Vanilla Vienna Roll - 5lb Bulk,N/A,12.00,12.00,14.84,178.08,9.95,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00006,Almond Tartlette - 5lb Bulk,N/A,23.00,23.00,7.54,173.51,5.20,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00046,Vanilla Florentine - 5lb Bulk,N/A,10.00,10.00,9.89,98.92,7.72,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00042,Chocolate Florentine - 5lb Bulk,N/A,12.00,12.00,9.89,118.70,7.54,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00735,Harvest Pretzel - 5lb Bulk,N/A,11.00,11.00,7.50,82.54,5.13,Bulk,Bulk Harvest,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00058,Rum Ball - 5lb Bulk,N/A,24.00,24.00,7.50,180.10,6.91,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00703,Autumn Shortbread - 5lb Bulk,N/A,11.00,11.00,7.50,82.54,4.38,Bulk,Bulk Harvest,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12613,M&M Chocolate Mini Village Kit - 6/Case,MARS,1.00,1.00,23.40,23.40,15.27,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12630,M&M Chocolate House Kit - 6/Case,MARS,9.00,9.00,23.40,210.60,13.50,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12635,M&M - MINI Chocolate House Kit - 14/Case,MARS,5.00,5.00,23.24,116.20,12.50,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12636,SKITTLES Mini Confetti Cookie House Kit - 14/Case,MARS,2.00,2.00,23.24,46.48,11.72,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12637,STARBURST Gingerbread House Kit - 6/Case,MARS,3.00,3.00,23.40,70.20,14.48,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12920,Holiday House - Medium GB KIT 6/CS,N/A,9.00,9.00,17.64,158.76,10.50,Structure Kits,Structure Kits NL,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12616,SKITTLES Cookie House Kit - 6/Case,MARS,3.00,3.00,23.40,70.20,11.83,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12633,M&M Cookie Decorating Kit - 6/Case,MARS,3.00,3.00,23.40,70.20,10.99,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12640,Girl Scouts Campsite Kit - 6/Case,Girl Scouts,3.00,3.00,23.40,70.20,12.06,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12641,Girl Scouts Chocolate Cabin Kit - 6/Case,Girl Scouts,4.00,4.00,23.40,93.60,11.31,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,80081,Chocolate Drizzled Biscotto Sorrento 6lb - Bulk,N/A,6.00,6.00,11.32,67.90,8.07,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12141,Mini Candy Land Gingerbread Kit -14/Case,Hasbro,3.00,3.00,21.73,65.18,11.34,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12029,Swiss Miss Chocolate Mini Village Kit - 6/Case,Conagra,6.00,6.00,23.40,140.40,15.06,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12022,Swiss Miss Chocolate House Kit - 6/Case,Conagra,3.00,3.00,23.40,70.20,13.65,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12007,Swiss Miss - MINI Chocolate House Kit - 14/Case,Conagra,3.00,3.00,21.73,65.18,11.99,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12115,Swiss Miss Cookie Decorating Kit - 6/Case,Conagra,1.00,1.00,23.40,23.40,11.81,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00940,Double Chcolate Coconut Squares,N/A,25.00,25.00,9.02,225.40,6.07,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00945,S'mores Filled Cookie,N/A,23.00,23.00,9.02,207.37,5.79,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00950,Fudge Mint Filled Cookie,N/A,23.00,23.00,9.02,207.37,6.77,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00955,Caramel Chocolate Filled Cookie,N/A,36.00,36.00,9.02,324.58,6.26,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00960,Frosted Coffee Cake - 5lb Bulk,N/A,5.00,5.00,8.76,43.80,7.03,Bulk,Rainbow Cookies,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00965,Peanut Butter Chocolate Ripple - 5lb Bulk,N/A,8.00,8.00,11.30,90.43,9.11,Bulk,Rainbow Cookies,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00701,Orange Pumpkin Face - 5lb Bulk,N/A,7.00,7.00,7.50,52.53,4.62,Bulk,Bulk Harvest,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00717,Autumn Leaf - 5lb Bulk,N/A,10.00,10.00,7.50,75.04,5.31,Bulk,Bulk Harvest,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00709,Sugar Trio - 5lb Bulk,N/A,25.00,25.00,7.50,187.60,4.03,Bulk,Bulk Harvest,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00750,Jack-O'Lantern Sweet Treat - 72/Case,N/A,6.00,6.00,11.80,70.82,7.47,Bulk,Bulk Harvest,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12202,Minions Gingerbread House Kit - 6/Case,Universal,6.00,6.00,23.40,140.40,12.94,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12529,Trolls Party Pop Cookie House Kit - 6/Case,Universal,4.00,4.00,23.40,93.60,13.45,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12199,Frosty the Snowman Gingerbread House Kit - 6/Case,Universal,3.00,3.00,23.40,70.20,12.59,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12206,Peanuts Gingerbread House Kit - 6/Case,Peanuts,5.00,5.00,23.40,117.00,12.39,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12462,The Office Gingerbread Desk Kit - 6/Case,Universal,1.00,1.00,23.40,23.40,12.97,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12143,Minions MINI Gingerbread House Kit - 14/Case,Universal,4.00,4.00,21.73,86.91,11.48,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12147,Trolls Mini Party Pop Cookie House Kit - 14/Case,Universal,1.00,1.00,21.73,21.73,11.48,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12142,Mini Holiday Gingerbread House Kit -14/Case,N/A,3.00,3.00,21.84,65.52,11.34,Structure Kits,Structure Kits NL,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12148,Frosty -  MINI Gingerbread House Kit - 14/Case,Universal,4.00,4.00,21.73,86.91,11.27,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12296,Elf on the Shelf Gingerbread House Kit - 6/Case,CCAB,5.00,5.00,23.40,117.00,12.61,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,12146,Elf on the Shelf - MINI Gingerbread House Kit - 14/Case,CCAB,3.00,3.00,21.73,65.18,11.34,Structure Kits,Structure Kits Licensed,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,80050,Chocolate Chip - 6lb Bulk,N/A,13.00,13.00,7.78,101.14,6.45,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00182,Honey Dutch Boy - 5lb Bulk,N/A,7.00,7.00,7.73,54.10,5.70,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00186,Chocolate Dutch Boy - 5lb Bulk,N/A,7.00,7.00,7.73,54.10,5.83,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00026,Pistachio Leaf - 5lb Bulk,N/A,29.00,29.00,7.50,217.62,5.37,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00018,Pretzel - 5lb Bulk,N/A,19.00,19.00,7.50,142.58,5.17,Bulk,Bulk Everyday,SHAKOPEE,MN
2024-40552-00,BAKEMARK-MINNEAPOLIS,DISTRIBUTOR,8/16/2024,00044,Red Velvet - 5lb Bulk,N/A,26.00,26.00,7.76,201.76,6.37,Bulk,Bulk Everyday,SHAKOPEE,MN
